demand_point_index,x_coordinate,y_coordinate,2010,2011,2012,2013,2014,2015,2016,2017,2018
1962,42.5,30.5,3.125307072,5.275512913,9.899163315,23.34710437,44.1978677,59.5297064,80.01456765,97.51649878,138.8997862
1963,43.5,30.5,5.101134249,9.162181439,19.22843645,52.84974563,76.11537796,104.0980306,152.1926394,224.8983088,241.1864619
1964,44.5,30.5,5.401311502,9.416689917,22.71240246,54.85866149,95.83609665,113.8601559,151.6133772,244.7209892,255.4202174
1965,45.5,30.5,4.857236943,10.71802453,21.26311651,54.99359068,87.54577702,117.2371458,120.4274828,175.474292,198.3404928
1966,46.5,30.5,5.469614801,10.73947386,22.12096605,56.12095832,83.87620983,111.2543428,143.7407777,213.8286477,231.0803726
1967,47.5,30.5,5.559937684,10.74376839,19.63252359,51.64300516,87.20196936,109.7887318,161.4141942,193.197024,221.3519861
1968,48.5,30.5,4.948443169,10.14143252,18.36281627,45.41703907,65.48234647,103.3666169,162.3465171,190.9378234,215.9449634
1969,49.5,30.5,5.357527208,10.87376325,19.23160699,53.59066947,87.84611319,117.3246618,177.3799246,214.4833397,237.0865115
1970,50.5,30.5,4.900792318,8.81307999,17.70849049,49.40830033,78.51171781,91.38691904,145.2121373,198.8880734,208.2536684
1971,51.5,30.5,3.432914454,6.354358089,14.84418847,37.28815688,67.74337472,69.22999849,127.3614462,170.9197239,204.3511946
1972,52.5,30.5,3.961137595,7.249746649,14.01499065,33.50044411,70.48555049,76.26564788,106.7727762,170.2528063,201.3967479
1973,53.5,30.5,4.387878188,8.270545892,18.21282924,54.75841139,85.6328161,101.1175449,108.0625093,182.4799732,190.1635654
1974,54.5,30.5,4.170387751,8.989274294,16.09511021,49.89248407,76.48700309,85.28445169,144.3499709,176.5411815,200.2362057
1975,55.5,30.5,3.909306449,10.25653342,19.36829164,49.72177425,79.03128313,99.92852084,135.8310055,166.0825632,188.1748459
1976,56.5,30.5,3.724740893,9.013810927,16.02362116,44.17361886,71.68404308,83.04737261,109.887582,148.2934344,185.0756979
1977,57.5,30.5,5.642977297,11.43895273,21.06861232,60.30097259,93.39986953,113.7718714,161.3080971,229.1259808,245.4854994
1978,58.5,30.5,5.29727665,11.83451953,23.26327739,60.6521118,84.66407018,124.2326136,141.1280876,158.7281637,189.942027
1979,59.5,30.5,0.154113577,0.350778809,0.594110895,1.717195354,2.762528665,3.234525895,4.206904066,6.616452558,6.975929865
1980,60.5,30.5,0.154327749,0.345118782,0.70108579,1.634687556,2.96915525,3.801663058,5.858354944,7.13090748,8.249926578
1981,61.5,30.5,0.124859598,0.252068119,0.432156381,1.218191921,1.822641741,2.67889334,3.471241108,4.992471286,5.658764021
1982,62.5,30.5,0.096978531,0.193788337,0.38442004,1.032228082,1.551149108,2.233438576,2.873920105,3.624327452,4.80425033
1983,63.5,30.5,0.130187137,0.283612129,0.478524106,1.576429791,2.194574221,2.631991696,4.047784803,6.176986938,6.55360509
1984,0.5,31.5,0.50758751,0.873913951,1.61405645,4.969091324,9.268226492,10.3085297,16.40868754,25.95678814,25.98366774
1985,1.5,31.5,0.486711736,0.703256847,1.669099102,4.282672593,6.674899671,9.499346916,14.65302681,20.65042418,23.94272067
1986,2.5,31.5,0.57831413,1.112282754,1.673298921,4.580181563,6.725364108,10.65015929,17.10385856,24.24990793,27.48281855
1987,3.5,31.5,0.549242105,1.217015914,1.534669127,4.113781491,6.578124239,10.87527553,16.2222765,27.67680286,27.29885384
1988,4.5,31.5,0.501072168,1.228356082,1.646721217,4.577688772,7.146345129,11.79303879,17.31185948,25.88597098,27.55591309
1989,5.5,31.5,1.098893806,1.947787741,3.498199777,6.897642541,11.12683159,16.71304415,23.1338465,29.94146268,38.63823121
1990,6.5,31.5,1.115535273,1.771620434,3.383729561,7.171261634,10.63893125,16.53220633,26.75342114,38.72019403,41.3990718
1991,7.5,31.5,0.681252912,1.507128213,1.643076453,4.944624287,9.916165149,15.07261276,22.35197365,32.68983265,35.29301741
1992,8.5,31.5,0.976779012,1.855125051,2.392276874,7.164856023,12.39642356,15.69510978,27.93264382,40.28705011,43.53654635
1993,9.5,31.5,0.664723083,1.59308988,1.857473591,6.536142499,9.736791323,15.8232808,22.06685072,40.0939766,36.89887198
1994,10.5,31.5,0.652903953,1.327437272,2.639766146,7.686572978,13.3124299,20.82643411,25.5285974,33.56814307,37.67732097
1995,11.5,31.5,0.807057752,1.479184858,2.731882386,7.730920592,14.17760191,19.44497653,30.18855543,32.744413,38.207332
1996,12.5,31.5,0.756900702,1.466508477,2.398127406,7.228309453,13.30107,18.35190346,29.16349815,32.30690754,42.08478851
1997,13.5,31.5,0.717927917,1.595364338,2.533229835,9.239066794,15.31453193,19.30894148,27.49899961,33.34349693,44.44437725
1998,14.5,31.5,0,0,0,0,0,0,0,0,0
1999,15.5,31.5,2.979832218,5.08242179,7.676382471,22.22346462,37.59402494,54.79514452,75.79461801,80.97957436,113.3450976
2000,16.5,31.5,1.971279777,3.699542491,4.829311951,19.68916905,26.10530838,37.67158398,44.00111313,47.4332675,77.94795048
2001,17.5,31.5,2.871051316,5.176641375,9.101320482,22.18683988,36.04357197,52.56065837,67.73287908,80.73924769,116.8181751
2002,18.5,31.5,3.900684206,6.858308892,14.97803287,38.86075105,56.33394581,76.296246,97.46282874,121.4203622,145.7968011
2003,19.5,31.5,4.610991761,9.500720996,17.68995625,49.59866179,72.01446418,101.4259638,139.0570935,211.079342,177.7586937
2004,20.5,31.5,5.726916846,11.02441663,20.89962644,55.64617603,81.25321678,113.5461453,132.2039108,187.5277512,211.0019567
2005,21.5,31.5,5.468413802,11.61578595,20.93437927,59.8008211,94.01102929,111.2100955,128.6732648,136.3790289,185.6510328
2006,22.5,31.5,5.820095761,12.18704535,22.33261762,61.67261561,95.39242011,115.0200413,136.2298761,236.9589394,242.1843185
2007,23.5,31.5,4.67353783,10.22865051,19.70105261,50.79201465,84.20979831,104.0587282,127.8333877,199.2533161,191.8307774
2008,24.5,31.5,4.623695167,10.13481326,19.44084796,48.50077668,68.62267527,92.02884257,137.2634221,186.4775678,177.3694716
2009,25.5,31.5,4.65667042,7.959157099,14.83864137,34.04196441,58.27295406,97.06334547,145.5193315,183.8367048,179.5230912
2010,26.5,31.5,4.598338951,8.929929745,17.60970472,39.26340348,65.1799338,102.571405,143.0083837,220.1016458,207.0077552
2011,27.5,31.5,5.102971034,10.05145449,20.81430314,54.34053681,90.80186334,123.4972782,159.3801114,227.9384434,221.7614086
2012,28.5,31.5,5.74805133,11.18992229,20.04872411,54.43260899,86.02115266,112.6642412,130.3043275,214.8575779,242.6517294
2013,29.5,31.5,5.652659966,10.38470408,19.61516157,51.63059101,85.13860621,99.43717607,130.7284375,142.0523459,186.3342532
2014,30.5,31.5,5.527155573,10.5311043,22.08678455,55.23590155,88.48882678,107.4090633,151.6128058,203.1478769,218.9807941
2015,31.5,31.5,5.789111919,12.79133962,23.30135101,53.74169329,87.28690604,129.1170124,161.2257916,228.2764007,239.123652
2016,32.5,31.5,6.118990297,12.85181114,22.46559043,48.82793788,77.57904343,108.9050878,177.7527049,240.3957311,256.10656
2017,33.5,31.5,5.50216751,10.73981479,20.25406265,50.21639562,92.48382247,118.0273983,194.6220611,232.0002554,281.7121736
2018,34.5,31.5,4.259187955,9.430537553,20.66669306,51.02547429,79.5575753,112.9848688,175.0880823,258.0653921,222.1041172
2019,35.5,31.5,4.413079152,8.492222254,18.8982712,42.72049651,62.02730524,89.75220767,143.8028412,211.6926731,216.1002111
2020,36.5,31.5,1.526841124,2.546019964,4.169823277,10.17655838,27.15661646,30.41218415,41.31441943,39.5209373,73.28976204
2021,37.5,31.5,0.727832183,1.514283289,3.482502767,7.402236243,17.86438126,18.56699975,31.16017056,34.03542374,45.03290807
2022,38.5,31.5,0.812003857,1.610128157,3.200649812,7.501922513,15.02400772,18.44648946,28.44817776,28.13548328,39.05351634
2023,39.5,31.5,1.15701164,2.249575205,4.26231639,9.936658094,18.43393891,20.93373909,29.30612126,29.54869687,42.86026773
2024,40.5,31.5,2.061059915,4.632294224,6.955175942,32.019089,40.27851883,54.97907821,67.98389714,88.49578146,114.3621114
2025,41.5,31.5,1.714896714,3.217847547,5.335857685,26.75376867,36.42878605,48.68136007,64.61394284,73.45950536,104.711152
2026,42.5,31.5,1.841843412,3.153577486,9.646096216,25.36546705,44.22850175,65.38808106,71.99582546,79.06685764,112.4904925
2027,43.5,31.5,4.959227951,8.898022948,20.40556625,51.24688635,80.95039187,117.8927527,151.8749566,207.2550605,225.3964842
2028,44.5,31.5,5.352399596,11.62813775,21.23872607,52.11394991,87.68008448,102.4433782,165.5021085,218.2480989,218.497585
2029,45.5,31.5,5.324534442,12.08735379,18.82903865,55.37181877,81.27557865,106.2760826,145.9058346,209.2885223,227.246969
2030,46.5,31.5,5.173220956,10.84661869,18.23606998,54.03331464,90.15900606,112.4866767,157.7121909,179.0055296,218.7503853
2031,47.5,31.5,4.09249923,7.399388681,15.53554295,37.90365498,59.21655646,82.51654282,117.2362987,170.3819387,161.7338943
2032,48.5,31.5,3.0937944,4.901575118,10.02374621,24.70509552,39.55523705,56.44800614,65.24520648,90.71879148,109.8696082
2033,49.5,31.5,4.619014651,6.951890551,14.85694454,33.93118376,59.50176164,83.50222947,135.6186496,155.9889848,173.3282373
2034,50.5,31.5,5.262162172,10.12357992,21.18808341,55.39353636,81.05305223,109.7051659,156.2629441,200.770655,236.6116698
2035,51.5,31.5,4.836500187,9.695098716,17.5226074,48.52223404,79.91131548,85.56125111,115.1196806,196.4824772,208.9314651
2036,52.5,31.5,4.255699133,8.263355601,14.52026536,36.32026197,71.14538114,87.34596442,100.8624553,109.7661083,153.1936805
2037,53.5,31.5,5.164664514,9.059706541,18.95486967,50.22716719,76.21585057,96.4874958,133.0557372,207.6776912,222.9064765
2038,54.5,31.5,4.83708886,9.425440643,18.94141343,44.73002388,70.43972915,88.77597182,154.1134185,204.0255962,212.3018998
2039,55.5,31.5,4.203464581,7.144256233,15.4325891,38.76117441,61.23196168,83.08155228,111.1291325,173.9447549,172.6353878
2040,56.5,31.5,3.02150045,6.71476814,12.32166851,30.24581342,49.07982728,73.85149166,93.6386792,116.1325623,134.9441685
2041,57.5,31.5,5.031883188,10.18667099,22.28289874,52.84186435,85.76388454,116.5991147,161.1003645,231.5175005,226.0712737
2042,58.5,31.5,5.724367554,11.67600924,22.43484908,57.4611289,96.35011205,114.7118495,143.1119302,239.762657,254.5701519
2043,59.5,31.5,5.419666287,10.93481192,19.83501229,58.10014866,88.26861401,108.5111636,147.7834075,195.0101458,238.6945398
2044,60.5,31.5,0.172098318,0.411956088,0.66871896,1.703996812,3.359249729,3.702579455,5.562835451,7.631819773,7.803777724
2045,61.5,31.5,0.177050073,0.386967154,0.720645722,1.822961969,3.149517223,3.743635965,6.11704411,8.875844847,8.851608592
2046,62.5,31.5,0.167693482,0.391380017,0.653888706,1.63397037,2.926508256,3.815789778,5.624557083,8.580447927,7.504055877
2047,63.5,31.5,0.144101234,0.298297228,0.584139342,1.525431718,2.272458503,2.601365569,4.112464116,5.74488282,6.380534218
2048,0.5,32.5,0.447085302,0.761535656,1.559546936,5.067835805,7.229661173,10.62682495,17.40683216,27.3459179,30.84816627
2049,1.5,32.5,0.562000187,0.804480233,2.136109219,4.800923494,7.225105761,11.54905987,16.27730368,23.07999433,24.30213478
2050,2.5,32.5,0.671124687,1.158526934,2.363039528,6.280834892,9.054447046,13.43706198,20.34304573,27.75942608,30.02637918
2051,3.5,32.5,0.694880586,0.974215788,2.131850067,5.195616989,7.754390541,12.40367011,19.05342765,27.63541311,34.92944142
2052,4.5,32.5,0.432183344,1.263023785,1.409888177,4.202725634,6.848502428,10.53327384,14.90558092,25.16710723,23.66376298
2053,5.5,32.5,0.738775053,1.638066401,1.559191629,4.632414393,7.228747455,12.81017619,18.42818012,27.02839564,30.94559338
2054,6.5,32.5,0.70169174,1.520868265,1.702561093,4.81181934,7.859415413,14.09134925,21.65417796,31.76899333,30.43507904
2055,7.5,32.5,0.135518929,0.338852205,0.490051467,1.699487466,2.391636005,3.762870462,5.284645098,9.199522667,9.237314237
2056,8.5,32.5,0.081062709,0.161653601,0.220390458,0.667517331,1.262621696,1.897207694,2.764733262,4.196091411,4.289628185
2057,9.5,32.5,0.745691476,1.6640433,2.089038199,6.509656221,10.75647561,16.02965759,26.00633184,31.9648973,40.61323265
2058,10.5,32.5,1.102454822,1.853653487,3.726662219,9.861572195,15.57063909,24.55473307,27.97517038,28.25320774,50.33945531
2059,11.5,32.5,1.042923104,1.767034034,3.015096158,9.365618491,14.68611773,22.03841059,26.06687667,33.19876029,53.22079087
2060,12.5,32.5,1.498109358,2.382062079,7.861508608,19.39365593,21.31281928,32.38911119,40.29893316,44.18724628,74.80692718
2061,13.5,32.5,1.26075868,2.491898186,7.179567305,19.61997713,20.56059811,33.46388982,40.05761499,42.58739397,65.04085542
2062,14.5,32.5,1.655533823,2.94472851,7.750313641,22.03895155,22.64134984,36.97798085,44.55058258,45.75067838,77.58422521
2063,15.5,32.5,2.380361839,4.63238944,8.348269725,25.99816182,32.64271285,50.34331033,60.9213984,56.96944442,96.30161649
2064,16.5,32.5,4.414841223,9.130230131,17.84365419,50.78823179,72.5744337,96.54260332,147.8902295,190.8877726,212.6084346
2065,17.5,32.5,4.697840001,9.209648864,18.87129397,44.76861113,79.15910533,101.5650129,154.3999488,215.1725953,183.6773748
2066,18.5,32.5,3.926186716,9.376820674,18.06985763,44.6631168,66.41875071,99.48980577,131.2060246,193.8382403,198.175388
2067,19.5,32.5,4.318199771,8.623548133,19.10070968,43.43586456,74.61528636,81.52314164,108.5793978,156.5127347,191.9244141
2068,20.5,32.5,6.06456286,10.96716712,24.88803569,60.69154762,89.75442483,118.8333325,132.6411142,244.0533846,240.8609701
2069,21.5,32.5,5.620086562,10.09806682,21.18386383,56.47876157,80.38812104,88.49687407,116.8881825,122.6064004,156.9372148
2070,22.5,32.5,6.118035789,11.02464087,19.25577165,60.34635971,93.57550663,108.704464,129.1134742,133.7984571,152.903613
2071,23.5,32.5,4.754109784,9.955267955,18.54936423,48.78977896,80.8075718,85.83398737,102.4256467,187.8493298,190.1703048
2072,24.5,32.5,3.486883443,9.568286933,15.19013469,38.88485173,65.46501395,63.20888293,114.9747652,135.8138319,166.9865178
2073,25.5,32.5,4.664720304,9.289187613,15.5508101,39.89707143,66.86394566,102.3466986,153.4304879,186.1056428,201.363104
2074,26.5,32.5,3.578054104,6.875801137,11.37858308,31.92050228,43.58490839,67.44518024,87.23419924,106.3148078,148.2266204
2075,27.5,32.5,3.731491329,7.606824038,13.21370138,31.48343328,69.39579978,81.71503378,122.8236443,164.1323838,167.9524557
2076,28.5,32.5,3.545972572,7.635178329,13.23709298,29.92284302,67.46722563,82.0887849,134.9848789,173.9447316,197.276211
2077,29.5,32.5,5.945628081,13.56850119,25.05082413,54.12250483,94.88782651,122.6081854,158.2491792,261.4000749,257.5531026
2078,30.5,32.5,6.115402406,13.35050573,23.45705693,54.13411662,101.0427986,122.3378262,167.5120401,157.634274,198.9534529
2079,31.5,32.5,5.517058395,12.4728452,24.77861359,56.49397599,105.0051919,138.1851988,187.2613897,185.387119,226.6802784
2080,32.5,32.5,5.655185529,13.85304117,21.97061434,56.28026708,93.78262069,123.8104775,186.0283519,262.9762713,262.0938051
2081,33.5,32.5,5.377427497,10.81243302,18.31759812,48.51027875,90.10648074,120.3344216,182.5987925,247.8482704,251.6765069
2082,34.5,32.5,4.122445262,8.034971714,16.48863994,42.36858244,61.96356202,108.9278767,133.6869759,204.1072695,192.5299208
2083,35.5,32.5,2.937516951,4.244178631,7.768898944,31.59431757,49.08603073,87.12329867,119.2692938,143.0992751,152.4012009
2084,36.5,32.5,1.60597853,2.315267384,4.501486019,13.19384455,23.22882884,28.84670465,40.79907201,42.41373693,67.48872627
2085,37.5,32.5,0.76616381,1.561809131,4.118477027,8.704104025,14.10817196,19.24376007,28.58170241,33.15740153,45.51023134
2086,38.5,32.5,0.822602037,1.407355072,3.795007606,7.289765527,14.99210491,18.60274448,29.85542475,29.59686305,44.70247519
2087,39.5,32.5,1.166126349,2.092909236,4.700559917,9.162653937,16.24909035,20.81359824,29.4448077,27.10227066,48.59801489
2088,40.5,32.5,1.413164714,2.429157196,4.405914669,10.02588568,17.41400808,22.17458813,26.73532756,27.22894669,46.50767945
2089,41.5,32.5,1.101029144,2.15779694,4.234479128,9.804909563,19.58091704,23.96950614,33.04409393,35.86967426,57.51357773
2090,42.5,32.5,2.585384468,3.668129534,10.97688931,26.41490078,40.95273175,60.29257661,97.99192433,90.8031811,131.5786519
2091,43.5,32.5,4.189129391,7.129506436,14.32611492,35.92470578,57.62991179,79.90691631,122.7282157,135.8860424,166.1824481
2092,44.5,32.5,4.22914356,7.599172881,15.53734331,36.21483118,56.74344034,89.49494788,133.6327537,160.1724817,190.903912
2093,45.5,32.5,4.747380065,8.962556439,16.61257049,42.35694381,72.6090658,101.7714728,138.8338238,194.4895271,197.806999
2094,46.5,32.5,4.884846204,9.623433821,17.66046359,44.2388797,75.61076215,98.13731078,128.3005655,189.0474278,191.4353075
2095,47.5,32.5,3.312868252,6.791439432,10.48712291,25.72418041,35.08331276,46.43395762,59.3561207,63.74192835,94.09719223
2096,48.5,32.5,1.638901293,2.870795691,4.286572641,9.343563035,21.9699339,27.01164824,26.40734183,32.68881954,48.60345528
2097,49.5,32.5,2.826022085,4.573350182,7.381272458,17.38005598,33.99502818,47.35961375,53.42758948,60.77271842,99.66365384
2098,50.5,32.5,4.873140151,8.264181134,19.37329563,50.66015622,87.74594536,110.5516572,171.7056492,210.7012164,218.7851049
2099,51.5,32.5,5.580134357,11.66898217,19.50314214,47.89312852,77.28243684,109.0487836,125.5802953,195.3762764,204.1228964
2100,52.5,32.5,5.344364912,11.63790536,21.47628,57.4834269,85.47450652,107.5040234,130.7273048,145.3916336,186.8683463
2101,53.5,32.5,5.440235918,10.91760136,21.17217343,56.15348858,85.98391935,115.1304774,167.0863822,230.8764935,250.4703422
2102,54.5,32.5,4.100275222,8.145928495,16.77607553,37.30048787,66.44072286,92.90680367,138.4972509,203.7557316,202.2715844
2103,55.5,32.5,2.159431835,3.988266236,6.159281612,15.62095384,31.02224545,37.49403749,42.51087231,51.54530969,79.10506181
2104,56.5,32.5,2.467989369,3.750726586,6.472628637,16.43449528,29.85195914,41.74745635,50.60805913,54.52949,83.80751773
2105,57.5,32.5,4.688603912,7.814839412,17.44754033,48.62295905,85.43729654,89.93517189,131.417216,220.1216091,211.9728091
2106,58.5,32.5,5.904084009,12.80626657,21.66742312,58.6879659,106.9815128,119.4786305,138.0476178,205.1346369,245.0079452
2107,59.5,32.5,4.422888652,8.352711218,20.67088797,54.00947112,78.12754262,92.72605471,119.7990978,154.994205,192.8659441
2108,60.5,32.5,0.112039021,0.269047997,0.623193418,1.394740493,2.436201569,2.594767888,4.26985172,6.417469201,7.008896117
2109,61.5,32.5,0.147890622,0.363435072,0.749117896,1.853874191,3.056729144,3.563754918,5.870844488,7.177949438,8.566650479
2110,62.5,32.5,0.175881554,0.416390726,0.752324248,1.642609312,3.012830771,3.913208809,5.977213393,7.686054454,8.605026009
2111,63.5,32.5,0.183438031,0.428346783,0.655999223,1.885631612,2.972098424,3.751046649,4.99404702,8.415488358,7.964966825
2112,0.5,33.5,0.499515636,0.797644779,1.562213853,4.888067439,6.168669365,11.54351243,15.59847973,26.93627621,29.6161462
2113,1.5,33.5,0.564776951,0.802695133,1.817214682,4.351348423,7.514630758,12.30066305,16.63794968,24.50429828,26.54847333
2114,2.5,33.5,0.746215815,1.11576332,2.842174951,5.795479006,11.19884752,15.33586373,21.97125887,28.55819397,32.6497734
2115,3.5,33.5,0.656155768,0.989485244,2.494611658,5.421444867,9.227040386,13.95233154,22.65157981,27.88112006,30.57635527
2116,4.5,33.5,0.428323139,1.148810918,1.469210638,4.051953871,6.105729747,10.48331305,15.01553837,26.06056466,24.49616494
